"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"MT000016597","LUQA, MT","2019-09-25","0.00","76","86","70"
"MT000016597","LUQA, MT","2019-09-26","0.00","77","86","69"
"MT000016597","LUQA, MT","2019-09-27",,"77","83",
"MT000016597","LUQA, MT","2019-09-28","0.00","77","84","72"
"MT000016597","LUQA, MT","2019-09-29","0.00","76","85","69"
"MT000016597","LUQA, MT","2019-09-30","0.00","76","85",
"MT000016597","LUQA, MT","2019-10-01","0.00","76","85",
"MT000016597","LUQA, MT","2019-10-02","0.00","76",,"69"
"MT000016597","LUQA, MT","2019-10-03","0.00","76","83","70"
"MT000016597","LUQA, MT","2019-10-04","0.00","73","79",
"MT000016597","LUQA, MT","2019-10-05","0.00","72","80","65"
"MT000016597","LUQA, MT","2019-10-06","0.00","73","81","68"
"MT000016597","LUQA, MT","2019-10-07","0.05","68","76",
"MT000016597","LUQA, MT","2019-10-08","0.71","69","76","61"
"MT000016597","LUQA, MT","2019-10-09","0.98","71","78",
"MT000016597","LUQA, MT","2019-10-10","0.10","72","76",
"MT000016597","LUQA, MT","2019-10-11","0.00","73","78","68"
"MT000016597","LUQA, MT","2019-10-12","0.00","73","78",
"MT000016597","LUQA, MT","2019-10-13","0.00","72","78","69"
"MT000016597","LUQA, MT","2019-10-14","0.00","71","77","66"
"MT000016597","LUQA, MT","2019-10-15","0.00","74",,
"MT000016597","LUQA, MT","2019-10-16","0.11","71","79","66"
"MT000016597","LUQA, MT","2019-10-17","0.00","69","77","64"
"MT000016597","LUQA, MT","2019-10-18","0.00","70","78","62"
"MT000016597","LUQA, MT","2019-10-19","0.00","72","80","65"
"MT000016597","LUQA, MT","2019-10-20","0.00","73","79",
"MT000016597","LUQA, MT","2019-10-21","0.00","71",,
"MT000016597","LUQA, MT","2019-10-22","0.00","70",,"63"
"MT000016597","LUQA, MT","2019-10-23","0.00","71","77","66"
"MT000016597","LUQA, MT","2019-10-24","0.00","74","78","68"
"MT000016597","LUQA, MT","2019-10-25","0.03","69","76",
"MT000016597","LUQA, MT","2019-10-26","0.00","68","77","61"
"MT000016597","LUQA, MT","2019-10-27","0.01","67","72","62"
"MT000016597","LUQA, MT","2019-10-28","0.38","68","75","62"
"MT000016597","LUQA, MT","2019-10-29","0.90","67","72",
"MT000016597","LUQA, MT","2019-10-30","0.34","69","77","62"
"MT000016597","LUQA, MT","2019-10-31","0.06","68","75","63"
"MT000016597","LUQA, MT","2019-11-01","0.01","66","76",
"MT000016597","LUQA, MT","2019-11-02","0.23","67","76","62"
"MT000016597","LUQA, MT","2019-11-03","0.01","72","76","64"
"MT000016597","LUQA, MT","2019-11-04","0.27","69","75",
"MT000016597","LUQA, MT","2019-11-05","0.00","70","76","61"
"MT000016597","LUQA, MT","2019-11-06","0.00","70","78",
"MT000016597","LUQA, MT","2019-11-07","0.20","63",,"59"
"MT000016597","LUQA, MT","2019-11-08","0.01","66","72","59"
"MT000016597","LUQA, MT","2019-11-09","0.00","65","73",
"MT000016597","LUQA, MT","2019-11-10","0.21","64","69","59"
"MT000016597","LUQA, MT","2019-11-11","0.00","66","71",
"MT000016597","LUQA, MT","2019-11-12","0.46","60","65","55"
"MT000016597","LUQA, MT","2019-11-13","0.59","62","67","58"
"MT000016597","LUQA, MT","2019-11-14","0.06","63","69","59"
"MT000016597","LUQA, MT","2019-11-15","0.01","68","72","60"
"MT000016597","LUQA, MT","2019-11-16","0.00","70","73",
"MT000016597","LUQA, MT","2019-11-17","0.00","63",,
"MT000016597","LUQA, MT","2019-11-18","0.02","62","70","52"
"MT000016597","LUQA, MT","2019-11-19","0.02","59","64",
"MT000016597","LUQA, MT","2019-11-20","0.56","58","65",
"MT000016597","LUQA, MT","2019-11-21","0.00","59","67",
"MT000016597","LUQA, MT","2019-11-22","0.00","63","69","59"
"MT000016597","LUQA, MT","2019-11-23","0.00","67",,"61"
"MT000016597","LUQA, MT","2019-11-24","0.02","62","69","53"
"MT000016597","LUQA, MT","2019-11-25","0.35","59","64","56"
"MT000016597","LUQA, MT","2019-11-26","1.22","62","68","57"
"MT000016597","LUQA, MT","2019-11-27","0.00","63","69","57"
"MT000016597","LUQA, MT","2019-11-28","0.00","65","71",
"MT000016597","LUQA, MT","2019-11-29","0.00","62","71","57"
"MT000016597","LUQA, MT","2019-11-30","0.00","62","67",
"MT000016597","LUQA, MT","2019-12-01","0.00","61","67",
"MT000016597","LUQA, MT","2019-12-02","0.00","65","70","61"
"MT000016597","LUQA, MT","2019-12-03","0.00","65","72",
"MT000016597","LUQA, MT","2019-12-04",,"63","66",
"MT000016597","LUQA, MT","2019-12-05","0.05","63","67",
"MT000016597","LUQA, MT","2019-12-06","0.01","62","69","56"
"MT000016597","LUQA, MT","2019-12-07","0.01","60","71",
"MT000016597","LUQA, MT","2019-12-08","0.02","60","68","52"
"MT000016597","LUQA, MT","2019-12-09","0.00","60","63",
"MT000016597","LUQA, MT","2019-12-10","0.56","55","61",
"MT000016597","LUQA, MT","2019-12-11","0.19","56","62","48"
"MT000016597","LUQA, MT","2019-12-12","0.00","55","61",
"MT000016597","LUQA, MT","2019-12-13","0.72","58","63","51"
"MT000016597","LUQA, MT","2019-12-14","0.06","63",,"58"
"MT000016597","LUQA, MT","2019-12-15","0.00","62","71","58"
"MT000016597","LUQA, MT","2019-12-16","0.01","62",,"58"
"MT000016597","LUQA, MT","2019-12-17","0.00","63",,
"MT000016597","LUQA, MT","2019-12-18",,"63",,
"MT000016597","LUQA, MT","2019-12-19",,"61",,
"MT000016597","LUQA, MT","2019-12-20",,"61",,
"MT000016597","LUQA, MT","2019-12-21",,"62","65",
"MT000016597","LUQA, MT","2019-12-22",,"62",,
"MT000016597","LUQA, MT","2019-12-23",,"60",,
"MT000016597","LUQA, MT","2019-12-24","0.02","58",,
"MT000016597","LUQA, MT","2019-12-25","0.00","60",,"57"
"MT000016597","LUQA, MT","2019-12-26",,"57",,
"MT000016597","LUQA, MT","2019-12-27",,"55","65",
"MT000016597","LUQA, MT","2019-12-28","0.17","55",,
"MT000016597","LUQA, MT","2019-12-29","0.00","50","57",
"MT000016597","LUQA, MT","2019-12-30",,"49","56",
"MT000016597","LUQA, MT","2019-12-31","0.00","52",,
"MT000016597","LUQA, MT","2020-01-01",,"51",,
"MT000016597","LUQA, MT","2020-01-02",,"51","61",
"MT000016597","LUQA, MT","2020-01-03",,"51",,
"MT000016597","LUQA, MT","2020-01-04","0.00","56","61","46"
"MT000016597","LUQA, MT","2020-01-05","0.00","57","61",
"MT000016597","LUQA, MT","2020-01-06","0.00","49","58",
"MT000016597","LUQA, MT","2020-01-07","0.00","48","57","41"
"MT000016597","LUQA, MT","2020-01-08","0.00","52","61","44"
"MT000016597","LUQA, MT","2020-01-09","0.00","52",,
"MT000016597","LUQA, MT","2020-01-10","0.00","52","63","44"
"MT000016597","LUQA, MT","2020-01-11",,"54",,
"MT000016597","LUQA, MT","2020-01-12",,"53",,
"MT000016597","LUQA, MT","2020-01-13","0.16","54","57",
"MT000016597","LUQA, MT","2020-01-14",,"54","60","48"
"MT000016597","LUQA, MT","2020-01-15",,"55","61",
"MT000016597","LUQA, MT","2020-01-16","0.00","53",,
"MT000016597","LUQA, MT","2020-01-17","0.00","54",,
"MT000016597","LUQA, MT","2020-01-18",,"55",,
"MT000016597","LUQA, MT","2020-01-19","0.00","54","62",
"MT000016597","LUQA, MT","2020-01-20",,"57","63",
"MT000016597","LUQA, MT","2020-01-21",,"58",,
"MT000016597","LUQA, MT","2020-01-22","0.00","56",,"53"
"MT000016597","LUQA, MT","2020-01-23",,"56",,
"MT000016597","LUQA, MT","2020-01-24",,"57",,
"MT000016597","LUQA, MT","2020-01-25",,"59",,
"MT000016597","LUQA, MT","2020-01-26","0.00","58",,
"MT000016597","LUQA, MT","2020-01-27",,"57",,
"MT000016597","LUQA, MT","2020-01-28",,"57",,
"MT000016597","LUQA, MT","2020-01-29",,"58",,
"MT000016597","LUQA, MT","2020-01-30",,"57",,
"MT000016597","LUQA, MT","2020-01-31","0.00","56",,"49"
"MT000016597","LUQA, MT","2020-02-01",,"57",,
"MT000016597","LUQA, MT","2020-02-02",,"58",,
"MT000016597","LUQA, MT","2020-02-03",,"58",,
"MT000016597","LUQA, MT","2020-02-04",,"61",,
"MT000016597","LUQA, MT","2020-02-05","0.02","54",,
"MT000016597","LUQA, MT","2020-02-06",,"51","58",
"MT000016597","LUQA, MT","2020-02-07","0.00","49","58","42"
"MT000016597","LUQA, MT","2020-02-08","0.00","52","61","44"
"MT000016597","LUQA, MT","2020-02-09","0.00","52",,"44"
"MT000016597","LUQA, MT","2020-02-10","0.00","56","62","46"
"MT000016597","LUQA, MT","2020-02-11","0.00","61","67","55"
"MT000016597","LUQA, MT","2020-02-12","0.00","60","67",
"MT000016597","LUQA, MT","2020-02-13","0.00","56","63",
"MT000016597","LUQA, MT","2020-02-14","0.00","58",,
"MT000016597","LUQA, MT","2020-02-15","0.00","56",,
"MT000016597","LUQA, MT","2020-02-16","0.00","54","62","47"
"MT000016597","LUQA, MT","2020-02-17","0.00","53","62","46"
"MT000016597","LUQA, MT","2020-02-18","0.00","56",,"49"
"MT000016597","LUQA, MT","2020-02-19","0.00","56","63","53"
"MT000016597","LUQA, MT","2020-02-20","0.00","57","64",
"MT000016597","LUQA, MT","2020-02-21","0.00","55","64","47"
"MT000016597","LUQA, MT","2020-02-22","0.00","55","62","49"
"MT000016597","LUQA, MT","2020-02-23","0.00","55",,"46"
"MT000016597","LUQA, MT","2020-02-24","0.00","57","62","53"
"MT000016597","LUQA, MT","2020-02-25",,"58","65",
"MT000016597","LUQA, MT","2020-02-26","0.00","59","65","54"
"MT000016597","LUQA, MT","2020-02-27",,"57",,
"MT000016597","LUQA, MT","2020-02-28","0.00","58","64",
"MT000016597","LUQA, MT","2020-02-29","0.00","58",,"51"
"MT000016597","LUQA, MT","2020-03-01","0.00","61","67","56"
"MT000016597","LUQA, MT","2020-03-02","0.00","62",,"53"
"MT000016597","LUQA, MT","2020-03-03",,"58",,
"MT000016597","LUQA, MT","2020-03-04",,"56",,
"MT000016597","LUQA, MT","2020-03-05","0.00","57","65","51"
"MT000016597","LUQA, MT","2020-03-06","0.00","60","67",
"MT000016597","LUQA, MT","2020-03-07","0.00","55","60",
"MT000016597","LUQA, MT","2020-03-08",,"55","63",
"MT000016597","LUQA, MT","2020-03-09","0.00","55","63","48"
"MT000016597","LUQA, MT","2020-03-10","0.12","54",,
"MT000016597","LUQA, MT","2020-03-11","0.02","56","63",
"MT000016597","LUQA, MT","2020-03-12","0.00","57","67",
"MT000016597","LUQA, MT","2020-03-13",,"60","70",
"MT000016597","LUQA, MT","2020-03-14",,"60","72",
"MT000016597","LUQA, MT","2020-03-15","0.00","60","67","54"
"MT000016597","LUQA, MT","2020-03-16","0.00","58","63","56"
"MT000016597","LUQA, MT","2020-03-17","0.00","58","63",
"MT000016597","LUQA, MT","2020-03-18","0.00","56","61","51"
"MT000016597","LUQA, MT","2020-03-19","0.00","58","62","53"
"MT000016597","LUQA, MT","2020-03-20","0.00","58","63","54"
"MT000016597","LUQA, MT","2020-03-21","0.00","58","63","55"
"MT000016597","LUQA, MT","2020-03-22","0.02","59","62","56"
"MT000016597","LUQA, MT","2020-03-23","0.00","58",,"55"
"MT000016597","LUQA, MT","2020-03-24",,"57","62",
"MT000016597","LUQA, MT","2020-03-25","0.02","57",,
"MT000016597","LUQA, MT","2020-03-26","0.00","53",,
"MT000016597","LUQA, MT","2020-03-27",,"55","63",
"MT000016597","LUQA, MT","2020-03-28","0.00","56","63","48"
"MT000016597","LUQA, MT","2020-03-29","0.00","56","62",
"MT000016597","LUQA, MT","2020-03-30",,"53",,
"MT000016597","LUQA, MT","2020-03-31","0.13","58","65","49"
"MT000016597","LUQA, MT","2020-04-01","0.00","61",,"55"
"MT000016597","LUQA, MT","2020-04-02","0.00","57","62",
"MT000016597","LUQA, MT","2020-04-03",,"56","57",
"MT000016597","LUQA, MT","2020-04-04","0.43","57","64",
"MT000016597","LUQA, MT","2020-04-05","0.27","58",,"49"
"MT000016597","LUQA, MT","2020-04-06","0.00","58","65","49"
"MT000016597","LUQA, MT","2020-04-07","0.00","59","65","53"
"MT000016597","LUQA, MT","2020-04-08","0.00","58","66",
"MT000016597","LUQA, MT","2020-04-09","0.00","58",,"50"
"MT000016597","LUQA, MT","2020-04-10","0.00","60","69","51"
"MT000016597","LUQA, MT","2020-04-11",,"59",,
"MT000016597","LUQA, MT","2020-04-12","0.00","60",,"50"
"MT000016597","LUQA, MT","2020-04-13","0.00","59","67","50"
"MT000016597","LUQA, MT","2020-04-14","0.00","64","74","58"
"MT000016597","LUQA, MT","2020-04-15","0.00","61","68","57"
"MT000016597","LUQA, MT","2020-04-16","0.00","59","65",
"MT000016597","LUQA, MT","2020-04-17","0.00","60","69","51"
"MT000016597","LUQA, MT","2020-04-18","0.00","63","71","55"
"MT000016597","LUQA, MT","2020-04-19",,"65","72",
"MT000016597","LUQA, MT","2020-04-20",,"63",,
"MT000016597","LUQA, MT","2020-04-21",,"65","74",
"MT000016597","LUQA, MT","2020-04-22","0.00","63",,"56"
"MT000016597","LUQA, MT","2020-04-23","0.05","63","70",
"MT000016597","LUQA, MT","2020-04-24","0.00","61","70","55"
"MT000016597","LUQA, MT","2020-04-25","0.00","62","69","54"
"MT000016597","LUQA, MT","2020-04-26","0.00","65","72","60"
"MT000016597","LUQA, MT","2020-04-27","0.00","67","76","58"
"MT000016597","LUQA, MT","2020-04-28","0.00","68","78","59"
"MT000016597","LUQA, MT","2020-04-29",,"66",,
"MT000016597","LUQA, MT","2020-04-30","0.00","65","74","59"
"MT000016597","LUQA, MT","2020-05-01","0.00","67","75","60"
"MT000016597","LUQA, MT","2020-05-02","0.00","67","75",
"MT000016597","LUQA, MT","2020-05-03","0.00","67","76","62"
"MT000016597","LUQA, MT","2020-05-04","0.00","67","75",
"MT000016597","LUQA, MT","2020-05-05","0.00","66","73",
"MT000016597","LUQA, MT","2020-05-06","0.00","70","79","62"
"MT000016597","LUQA, MT","2020-05-07","0.00","65","72",
"MT000016597","LUQA, MT","2020-05-08","0.00","65",,
"MT000016597","LUQA, MT","2020-05-09","0.00","64","71",
"MT000016597","LUQA, MT","2020-05-10","0.00","67","72",
"MT000016597","LUQA, MT","2020-05-11",,"68","77",
"MT000016597","LUQA, MT","2020-05-12","0.00","73","86",
"MT000016597","LUQA, MT","2020-05-13","0.00","70","78","64"
"MT000016597","LUQA, MT","2020-05-14","0.00","79","89","68"
"MT000016597","LUQA, MT","2020-05-15","0.00","77",,
"MT000016597","LUQA, MT","2020-05-16","0.00","76","90","67"
"MT000016597","LUQA, MT","2020-05-17","0.00","78",,
"MT000016597","LUQA, MT","2020-05-18","0.00","70",,
"MT000016597","LUQA, MT","2020-05-19",,"68","76",
"MT000016597","LUQA, MT","2020-05-20","0.00","68","76",
"MT000016597","LUQA, MT","2020-05-21","0.00","68","75","64"
"MT000016597","LUQA, MT","2020-05-22","0.00","70","78","62"
"MT000016597","LUQA, MT","2020-05-23","0.00","70",,
"MT000016597","LUQA, MT","2020-05-24","0.00","71","81","60"
"MT000016597","LUQA, MT","2020-05-25",,"70","79",
"MT000016597","LUQA, MT","2020-05-26","0.00","69","76","64"
"MT000016597","LUQA, MT","2020-05-27","0.00","65",,
"MT000016597","LUQA, MT","2020-05-28","1.07","66","74","57"
"MT000016597","LUQA, MT","2020-05-29","0.00","68","74","62"
"MT000016597","LUQA, MT","2020-05-30",,"68",,
"MT000016597","LUQA, MT","2020-05-31","0.03","68","76",
"MT000016597","LUQA, MT","2020-06-01","0.00","69","75",
"MT000016597","LUQA, MT","2020-06-02","0.00","68","74",
"MT000016597","LUQA, MT","2020-06-03","0.00","69","78",
"MT000016597","LUQA, MT","2020-06-04","0.00","70","76","64"
"MT000016597","LUQA, MT","2020-06-05","0.00","72","78","62"
"MT000016597","LUQA, MT","2020-06-06","0.00","70","75",
"MT000016597","LUQA, MT","2020-06-07","0.00","71","81","62"
"MT000016597","LUQA, MT","2020-06-08",,"71",,
"MT000016597","LUQA, MT","2020-06-09","0.00","72","81",
"MT000016597","LUQA, MT","2020-06-10","0.00","72","80","66"
"MT000016597","LUQA, MT","2020-06-11","0.00","72","79",
"MT000016597","LUQA, MT","2020-06-12","0.00","73","81","63"
"MT000016597","LUQA, MT","2020-06-13","0.00","75",,"66"
"MT000016597","LUQA, MT","2020-06-14","0.00","77","87",
"MT000016597","LUQA, MT","2020-06-15","0.00","73","84","68"
"MT000016597","LUQA, MT","2020-06-16","0.00","72","78",
"MT000016597","LUQA, MT","2020-06-17","0.00","75","84","66"
"MT000016597","LUQA, MT","2020-06-18","0.00","76","86",
"MT000016597","LUQA, MT","2020-06-19","0.00","75","82","70"
"MT000016597","LUQA, MT","2020-06-20","0.00","77","88",
"MT000016597","LUQA, MT","2020-06-21","0.00","74","81","68"
"MT000016597","LUQA, MT","2020-06-22","0.00","73","81","68"
"MT000016597","LUQA, MT","2020-06-23","0.00","75","83","67"
"MT000016597","LUQA, MT","2020-06-24","0.00","75","83","69"
"MT000016597","LUQA, MT","2020-06-25","0.00","75","82","68"
"MT000016597","LUQA, MT","2020-06-26","0.00","76",,
"MT000016597","LUQA, MT","2020-06-27","0.00","76","83","70"
"MT000016597","LUQA, MT","2020-06-28",,"78","86",
"MT000016597","LUQA, MT","2020-06-29","0.00","77","85","70"
"MT000016597","LUQA, MT","2020-06-30","0.00","80","91","71"
"MT000016597","LUQA, MT","2020-07-01","0.00","81","91","69"
"MT000016597","LUQA, MT","2020-07-02","0.00","83",,
"MT000016597","LUQA, MT","2020-07-03","0.00","81","93","73"
"MT000016597","LUQA, MT","2020-07-04","0.00","79","89",
"MT000016597","LUQA, MT","2020-07-05","0.00","77","85","71"
"MT000016597","LUQA, MT","2020-07-06","0.00","78","86",
"MT000016597","LUQA, MT","2020-07-07","0.00","76","83",
"MT000016597","LUQA, MT","2020-07-08","0.00","77",,"69"
"MT000016597","LUQA, MT","2020-07-09","0.00","77","86",
"MT000016597","LUQA, MT","2020-07-10","0.00","77","86","69"
"MT000016597","LUQA, MT","2020-07-11","0.00","79","89","70"
"MT000016597","LUQA, MT","2020-07-12","0.00","80","90","73"
"MT000016597","LUQA, MT","2020-07-13","0.00","80","89",
"MT000016597","LUQA, MT","2020-07-14","0.00","79","86","73"
"MT000016597","LUQA, MT","2020-07-15","0.00","79","87",
"MT000016597","LUQA, MT","2020-07-16","0.00","79","89",
"MT000016597","LUQA, MT","2020-07-17","0.00","78","87",
"MT000016597","LUQA, MT","2020-07-18","0.00","77","86",
"MT000016597","LUQA, MT","2020-07-19","0.00","77","84","69"
"MT000016597","LUQA, MT","2020-07-20","0.00","77",,
"MT000016597","LUQA, MT","2020-07-21","0.00","77","85","69"
"MT000016597","LUQA, MT","2020-07-22","0.00","80","91","71"
"MT000016597","LUQA, MT","2020-07-23","0.00","84","94","73"
"MT000016597","LUQA, MT","2020-07-24","0.00","84","95","72"
"MT000016597","LUQA, MT","2020-07-25","0.00","83","90",
"MT000016597","LUQA, MT","2020-07-26","0.00","81","90","77"
"MT000016597","LUQA, MT","2020-07-27","0.00","81","89","72"
"MT000016597","LUQA, MT","2020-07-28","0.00","83","92","73"
"MT000016597","LUQA, MT","2020-07-29","0.00","83","94","74"
"MT000016597","LUQA, MT","2020-07-30","0.00","84","94","75"
"MT000016597","LUQA, MT","2020-07-31","0.00","86","97","75"
"MT000016597","LUQA, MT","2020-08-01","0.00","88","99","80"
"MT000016597","LUQA, MT","2020-08-02","0.00","85",,
"MT000016597","LUQA, MT","2020-08-03","0.00","84","97",
"MT000016597","LUQA, MT","2020-08-04","0.00","83","93","76"
"MT000016597","LUQA, MT","2020-08-05","0.00","80","84",
"MT000016597","LUQA, MT","2020-08-06","0.00","79","86","73"
"MT000016597","LUQA, MT","2020-08-07","0.00","78","85","73"
"MT000016597","LUQA, MT","2020-08-08","0.00","80","89",
"MT000016597","LUQA, MT","2020-08-09","0.00","81","89","75"
"MT000016597","LUQA, MT","2020-08-10","0.00","82","90",
"MT000016597","LUQA, MT","2020-08-11","0.00","82","92",
"MT000016597","LUQA, MT","2020-08-12","0.00","83","93","73"
"MT000016597","LUQA, MT","2020-08-13","0.00","83",,
"MT000016597","LUQA, MT","2020-08-14","0.00","84","92","75"
"MT000016597","LUQA, MT","2020-08-15","0.00","87","101",
"MT000016597","LUQA, MT","2020-08-16","0.00","86","94","80"
"MT000016597","LUQA, MT","2020-08-17","0.00","87",,
"MT000016597","LUQA, MT","2020-08-18","0.00","84","92",
"MT000016597","LUQA, MT","2020-08-19","0.00","82","90","75"
"MT000016597","LUQA, MT","2020-08-20","0.00","82","90",
"MT000016597","LUQA, MT","2020-08-21","0.00","82","91","73"
"MT000016597","LUQA, MT","2020-08-22","0.00","84","93","75"
"MT000016597","LUQA, MT","2020-08-23","0.00","83","89","78"
"MT000016597","LUQA, MT","2020-08-24","0.00","82","90",
"MT000016597","LUQA, MT","2020-08-25","0.00","80","89",
"MT000016597","LUQA, MT","2020-08-26","0.00","81","88","73"
"MT000016597","LUQA, MT","2020-08-27","0.00","80","88",
"MT000016597","LUQA, MT","2020-08-28","0.00","82",,"73"
"MT000016597","LUQA, MT","2020-08-29","0.00","81","87","75"
"MT000016597","LUQA, MT","2020-08-30","0.00","82","87",
"MT000016597","LUQA, MT","2020-08-31","0.00","82","93","76"
"MT000016597","LUQA, MT","2020-09-01","0.00","80","86",
"MT000016597","LUQA, MT","2020-09-02","0.00","78","87",
"MT000016597","LUQA, MT","2020-09-03","0.00","80","87","74"
"MT000016597","LUQA, MT","2020-09-04","0.00","80","86",
"MT000016597","LUQA, MT","2020-09-05","0.00","80","85",
"MT000016597","LUQA, MT","2020-09-06","0.00","80",,"74"
"MT000016597","LUQA, MT","2020-09-07","0.03","80",,
"MT000016597","LUQA, MT","2020-09-08","0.16","80","87",
"MT000016597","LUQA, MT","2020-09-09","0.00","80","85",
"MT000016597","LUQA, MT","2020-09-10",,"81","89",
"MT000016597","LUQA, MT","2020-09-11","0.00","80",,"75"
"MT000016597","LUQA, MT","2020-09-12","0.00","76",,
"MT000016597","LUQA, MT","2020-09-13",,"74","83",
"MT000016597","LUQA, MT","2020-09-14","0.79","74",,
"MT000016597","LUQA, MT","2020-09-15","0.00","78","82","72"
"MT000016597","LUQA, MT","2020-09-16","0.13","76","80",
"MT000016597","LUQA, MT","2020-09-17","0.75","78","82","68"
"MT000016597","LUQA, MT","2020-09-18","0.00","78",,
"MT000016597","LUQA, MT","2020-09-19",,"78",,
"MT000016597","LUQA, MT","2020-09-20","0.00","77",,"72"
"MT000016597","LUQA, MT","2020-09-21","0.00","77","83","71"
"MT000016597","LUQA, MT","2020-09-22","0.00","78","83","74"
"MT000016597","LUQA, MT","2020-09-23","0.00","80",,"77"
"MT000016597","LUQA, MT","2020-09-24","0.07","79",,"72"
"MT000016597","LUQA, MT","2020-09-25","0.00","80","88","74"
"MT000016597","LUQA, MT","2020-09-26","0.00","72","80",
"MT000016597","LUQA, MT","2020-09-27","0.00","71",,"64"
"MT000016597","LUQA, MT","2020-09-28","0.00","71",,"65"
"MT000016597","LUQA, MT","2020-09-29","0.00","71",,"64"
"MT000016597","LUQA, MT","2020-09-30","0.00","72","79","64"
"MT000016597","LUQA, MT","2020-10-01","0.00","75",,"69"
"MT000016597","LUQA, MT","2020-10-02",,"76","83",
"MT000016597","LUQA, MT","2020-10-03","0.00","81","87",
"MT000016597","LUQA, MT","2020-10-04","0.00","76","87","72"
"MT000016597","LUQA, MT","2020-10-05","0.00","78",,
"MT000016597","LUQA, MT","2020-10-06",,"74",,
"MT000016597","LUQA, MT","2020-10-07","0.00","71","77",
"MT000016597","LUQA, MT","2020-10-08","0.00","71","77",
"MT000016597","LUQA, MT","2020-10-09","0.00","71","77","63"
"MT000016597","LUQA, MT","2020-10-10","0.00","71","78",
"MT000016597","LUQA, MT","2020-10-11","0.00","69",,"62"
"MT000016597","LUQA, MT","2020-10-12",,"63",,"59"
"MT000016597","LUQA, MT","2020-10-13",,"65","70",
"MT000016597","LUQA, MT","2020-10-14","0.00","70","74","62"
"MT000016597","LUQA, MT","2020-10-15","0.00","73","79",
"MT000016597","LUQA, MT","2020-10-16","0.00","67","74","62"
"MT000016597","LUQA, MT","2020-10-17","0.00","65","72",
"MT000016597","LUQA, MT","2020-10-18","0.00","66","72",
"MT000016597","LUQA, MT","2020-10-19",,"65","69","61"
"MT000016597","LUQA, MT","2020-10-20","0.00","66",,
"MT000016597","LUQA, MT","2020-10-21","0.00","66","72","59"
"MT000016597","LUQA, MT","2020-10-22","0.00","65","72",
"MT000016597","LUQA, MT","2020-10-23","0.00","65","73",
"MT000016597","LUQA, MT","2020-10-24","0.00","69","76","61"
"MT000016597","LUQA, MT","2020-10-25","0.00","68","74",
"MT000016597","LUQA, MT","2020-10-26","0.00","67","75","60"
"MT000016597","LUQA, MT","2020-10-27",,"66",,
"MT000016597","LUQA, MT","2020-10-28",,"64",,
"MT000016597","LUQA, MT","2020-10-29","0.00","65",,
"MT000016597","LUQA, MT","2020-10-30","0.00","66","73",
"MT000016597","LUQA, MT","2020-10-31","0.00","65","72",
"MT000016597","LUQA, MT","2020-11-01","0.00","66","74","60"
"MT000016597","LUQA, MT","2020-11-02","0.00","66","73",
"MT000016597","LUQA, MT","2020-11-03","0.00","65","73",
"MT000016597","LUQA, MT","2020-11-04","0.00","67",,"60"
"MT000016597","LUQA, MT","2020-11-05","0.00","65","74","59"
"MT000016597","LUQA, MT","2020-11-06","0.00","65","72","59"
"MT000016597","LUQA, MT","2020-11-07","0.00","67","73","61"
"MT000016597","LUQA, MT","2020-11-08","0.00","64","72",
"MT000016597","LUQA, MT","2020-11-09","0.00","63","71",
"MT000016597","LUQA, MT","2020-11-10","0.00","62","70",
"MT000016597","LUQA, MT","2020-11-11","0.00","63","70","57"
"MT000016597","LUQA, MT","2020-11-12","0.00","62","72",
"MT000016597","LUQA, MT","2020-11-13","0.00","62","73","53"
"MT000016597","LUQA, MT","2020-11-14","0.00","64","72","55"
"MT000016597","LUQA, MT","2020-11-15",,"65",,
"MT000016597","LUQA, MT","2020-11-16","0.00","67","74","59"
"MT000016597","LUQA, MT","2020-11-17",,"62",,
"MT000016597","LUQA, MT","2020-11-18",,"63","69",
"MT000016597","LUQA, MT","2020-11-19",,"65","69","62"
"MT000016597","LUQA, MT","2020-11-20",,"63","69",
"MT000016597","LUQA, MT","2020-11-21",,"60",,
"MT000016597","LUQA, MT","2020-11-22","0.19","62",,"56"
"MT000016597","LUQA, MT","2020-11-23","0.16","63","68","60"
"MT000016597","LUQA, MT","2020-11-24","0.00","63","67",
"MT000016597","LUQA, MT","2020-11-25",,"60",,
"MT000016597","LUQA, MT","2020-11-26",,"61",,
"MT000016597","LUQA, MT","2020-11-27","0.00","61","66","57"
"MT000016597","LUQA, MT","2020-11-28",,"66",,"63"
"MT000016597","LUQA, MT","2020-11-29",,"61","65",
"MT000016597","LUQA, MT","2020-11-30",,"60",,
"MT000016597","LUQA, MT","2020-12-01","0.00","60","67","53"
"MT000016597","LUQA, MT","2020-12-02","0.00","61",,
"MT000016597","LUQA, MT","2020-12-03",,"60",,
"MT000016597","LUQA, MT","2020-12-04",,"60","65",
"MT000016597","LUQA, MT","2020-12-05","0.00","66","70","61"
"MT000016597","LUQA, MT","2020-12-06",,"61",,
"MT000016597","LUQA, MT","2020-12-07","0.24","58",,"53"
"MT000016597","LUQA, MT","2020-12-08","0.00","62","65","56"
"MT000016597","LUQA, MT","2020-12-09",,"60",,
"MT000016597","LUQA, MT","2020-12-10",,"57",,
"MT000016597","LUQA, MT","2020-12-11",,"60","63",
